event_id,claim_id,policy_no,event_date,event_type,event_channel,handler_name,amount,outcome,sla_met,response_time_hrs,notes,system_source,created_at
EVT-000646,CLM-00692,POL-171262,2022-02-28,Payment Issued,Fax,Christopher Hall,43438.28,Follow-up Required,True,6.3,"Payment of $43,438.28 issued to claimant. Check #339612.",CMS,2022-02-28
EVT-000647,CLM-00181,POL-439902,2020-02-02,Status Update,Phone,James Carter,,Follow-up Required,True,13.0,Claim status updated to Awaiting Inspection. Adjuster notes recorded.,Portal,2020-02-02
EVT-000648,CLM-00466,POL-392075,2024-04-24,Inspection Scheduled,Mobile App,Margaret Rivera,,Follow-up Required,False,55.4,Field inspection scheduled for 2024-04-28. Inspector: Sharon Anderson.,MobileApp,2024-04-24
EVT-000649,CLM-00895,POL-947272,2021-09-13,New Claim,Phone,Donald Rodriguez,,Pending,True,2.0,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2021-09-13
EVT-000650,CLM-00434,POL-905635,2024-01-21,Appeal Filed,Mobile App,Kimberly Phillips,,No Action Needed,True,25.8,Claimant filed formal appeal against coverage decision. Appeal team assigned.,Portal,2024-01-21
EVT-000651,CLM-00530,POL-378517,2021-02-12,Settlement Offered,Email,Kimberly Phillips,,Completed,True,6.7,,EmailGateway,2021-02-12
EVT-000652,CLM-00455,POL-160738,2022-07-26,Payment Issued,Fax,Donald Rodriguez,18405.35,Pending,False,57.0,"Payment of $18,405.35 issued to claimant. Check #529343.",PhoneSystem,2022-07-26
EVT-000653,CLM-00492,POL-946721,2024-07-29,Claim Closed,In-Person,Susan Harris,,Follow-up Required,True,24.2,Claim closed. Final disposition: Paid in full.,PhoneSystem,2024-07-29
EVT-000654,CLM-00074,POL-857168,2020-11-12,New Claim,In-Person,Jason Perez,,Completed,True,21.0,Claim received and assigned claim number. Initial triage completed.,PhoneSystem,2020-11-12
EVT-000655,CLM-00700,POL-431737,2023-01-26,Settlement Offered,Phone,Christopher Hall,,Completed,True,20.1,,CMS,2023-01-26
EVT-000656,CLM-00402,POL-761759,2021-02-05,Settlement Accepted,Mobile App,Kimberly Thomas,,Completed,True,14.4,Claimant accepted settlement offer. Release form sent for signature.,Portal,2021-02-05
EVT-000657,CLM-00886,POL-378082,2024-05-30,Settlement Offered,In-Person,Kimberly Martinez,,Follow-up Required,False,14.3,,MobileApp,2024-05-30
EVT-000658,CLM-00976,POL-570405,2023-09-13,Inspection Scheduled,Phone,Susan Harris,,Escalated,True,31.9,Field inspection scheduled for 2023-09-18. Inspector: Sandra Carter.,EmailGateway,2023-09-13
EVT-000659,CLM-00636,POL-265840,2020-02-29,Inspection Completed,Mobile App,Patricia Garcia,,Follow-up Required,True,34.9,On-site inspection completed. Findings: Damage consistent with claim.,MobileApp,2020-02-29
EVT-000660,CLM-00910,POL-428838,2024-12-29,Inspection Completed,Email,Susan Nguyen,,Escalated,True,44.0,On-site inspection completed. Findings: Pre-existing damage noted.,CMS,2024-12-29
EVT-000661,CLM-00478,POL-783823,2024-04-15,Settlement Accepted,Mobile App,Kimberly Martinez,,No Action Needed,True,30.0,Claimant accepted settlement offer. Release form sent for signature.,EmailGateway,2024-04-15
EVT-000662,CLM-00740,POL-544154,2024-10-24,Claim Closed,Mobile App,Cynthia Nguyen,,No Action Needed,True,52.7,Claim closed. Final disposition: Duplicate claim.,MobileApp,2024-10-24
EVT-000663,CLM-00331,POL-178898,2024-02-22,Claim Closed,Fax,Patricia Garcia,,Escalated,False,40.0,Claim closed. Final disposition: Withdrawn by claimant.,EmailGateway,2024-02-22
EVT-000664,CLM-00767,POL-363626,2021-07-04,Settlement Accepted,Phone,Margaret Rivera,,Pending,False,66.5,Claimant accepted settlement offer. Release form sent for signature.,CMS,2021-07-04
EVT-000665,CLM-00759,POL-428838,2020-01-10,Document Submitted,Email,Sharon Anderson,,No Action Needed,True,50.2,Document type: Repair estimate received via Email.,Portal,2020-01-10
EVT-000666,CLM-00355,POL-955662,2020-10-01,Appeal Filed,Email,Kimberly Phillips,,Completed,False,51.3,Claimant filed formal appeal against coverage decision. Appeal team assigned.,EmailGateway,2020-10-01
EVT-000667,CLM-00037,POL-146228,2022-03-25,Document Submitted,Web Portal,Kimberly Phillips,,Completed,True,44.7,Document type: Signed statement received via Web Portal.,MobileApp,2022-03-25
EVT-000668,CLM-00726,POL-707040,2020-05-05,Claim Closed,Web Portal,Sandra Anderson,,Pending,True,10.4,Claim closed. Final disposition: Duplicate claim.,Portal,2020-05-05
EVT-000669,CLM-00442,POL-440035,2022-10-01,Payment Issued,Mobile App,Jessica Baker,34816.33,Completed,True,55.5,"Payment of $34,816.33 issued to claimant. Check #150031.",CMS,2022-10-01
EVT-000670,CLM-00865,POL-632342,2024-02-08,Document Submitted,Mobile App,Jason Perez,,Escalated,True,44.7,Document type: Police report received via Mobile App.,Portal,2024-02-08
EVT-000671,CLM-00561,POL-598369,2023-03-10,Document Submitted,Fax,Sharon Anderson,,Follow-up Required,False,18.0,Document type: Police report received via Fax.,PhoneSystem,2023-03-10
EVT-000672,CLM-00448,POL-363626,2023-04-14,Document Submitted,Email,Amanda Miller,,Follow-up Required,False,70.4,Document type: Photos received via Email.,EmailGateway,2023-04-14
EVT-000673,CLM-00840,POL-197793,2021-04-01,Claim Closed,Phone,Patricia Garcia,,Follow-up Required,True,13.0,Claim closed. Final disposition: Partially paid.,MobileApp,2021-04-01
EVT-000674,CLM-00899,POL-692683,2020-02-25,New Claim,Email,Susan Harris,,Pending,True,20.9,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2020-02-25
EVT-000675,CLM-00686,POL-172574,2021-05-17,Payment Issued,Mobile App,Amanda Miller,5672.0,Escalated,True,71.8,"Payment of $5,672.00 issued to claimant. Check #328129.",PhoneSystem,2021-05-17
EVT-000676,CLM-00684,POL-299448,2023-08-31,Claim Closed,Mobile App,Kimberly Martinez,,Escalated,False,11.3,Claim closed. Final disposition: Partially paid.,CMS,2023-08-31
EVT-000677,CLM-00985,POL-887352,2024-06-08,Appeal Filed,Mobile App,Joseph Johnson,,Follow-up Required,True,63.7,Claimant filed formal appeal against coverage decision. Appeal team assigned.,CMS,2024-06-08
EVT-000678,CLM-00246,POL-156802,2021-09-24,Appeal Filed,Web Portal,Sandra Anderson,,Pending,True,40.6,Claimant filed formal appeal against coverage decision. Appeal team assigned.,Portal,2021-09-24
EVT-000679,CLM-00709,POL-379786,2020-09-30,Appeal Filed,Web Portal,Kimberly Martinez,,Completed,True,47.1,Claimant filed formal appeal against coverage decision. Appeal team assigned.,MobileApp,2020-09-30
EVT-000680,CLM-00628,POL-802258,2021-03-30,Appeal Filed,Web Portal,Kimberly Phillips,,No Action Needed,True,47.2,Claimant filed formal appeal against coverage decision. Appeal team assigned.,Portal,2021-03-30
EVT-000681,CLM-00291,POL-274389,2022-04-16,Settlement Accepted,Fax,Kimberly Phillips,,Completed,True,8.5,Claimant accepted settlement offer. Release form sent for signature.,EmailGateway,2022-04-16
EVT-000682,CLM-00862,POL-608993,2021-09-29,Settlement Offered,Email,James Carter,,Follow-up Required,False,36.0,,EmailGateway,2021-09-29
EVT-000683,CLM-00794,POL-217301,2024-11-29,Inspection Completed,Fax,Jason Perez,,Completed,False,15.4,On-site inspection completed. Findings: Further review required.,PhoneSystem,2024-11-29
EVT-000684,CLM-00663,POL-891952,2020-09-13,Status Update,In-Person,Kimberly Phillips,,Follow-up Required,True,63.7,Claim status updated to Open. Adjuster notes recorded.,Portal,2020-09-13
EVT-000685,CLM-00738,POL-375504,2022-10-17,Claim Closed,In-Person,Sharon Anderson,,No Action Needed,False,36.4,Claim closed. Final disposition: Paid in full.,EmailGateway,2022-10-17
EVT-000686,CLM-00230,POL-658582,2022-01-04,Document Submitted,Mobile App,Sandra Carter,,Completed,True,17.9,Document type: Repair estimate received via Mobile App.,CMS,2022-01-04
EVT-000687,CLM-00819,POL-358607,2021-02-02,Appeal Filed,Phone,Sharon Anderson,,Completed,True,67.8,Claimant filed formal appeal against coverage decision. Appeal team assigned.,CMS,2021-02-02
EVT-000688,CLM-00921,POL-170674,2023-02-28,Claim Closed,Web Portal,Kimberly Phillips,,Escalated,False,10.8,Claim closed. Final disposition: Partially paid.,CMS,2023-02-28
EVT-000689,CLM-00428,POL-380746,2022-07-22,Inspection Completed,Email,Donald Rodriguez,,Escalated,False,52.8,On-site inspection completed. Findings: Pre-existing damage noted.,Portal,2022-07-22
EVT-000690,CLM-00594,POL-542374,2022-10-12,Inspection Scheduled,Email,Sandra Carter,,Follow-up Required,True,45.1,Field inspection scheduled for 2022-10-22. Inspector: Margaret Rivera.,MobileApp,2022-10-12
EVT-000691,CLM-00725,POL-795613,2021-10-08,Claim Closed,Mobile App,Margaret Rivera,,No Action Needed,True,27.6,Claim closed. Final disposition: Duplicate claim.,CMS,2021-10-08
EVT-000692,CLM-00806,POL-203198,2022-03-21,New Claim,Email,Patricia Scott,,Follow-up Required,False,40.4,Claim received and assigned claim number. Initial triage completed.,MobileApp,2022-03-21
EVT-000693,CLM-00311,POL-214576,2020-08-03,Settlement Offered,Email,Sandra Carter,,Pending,True,49.1,,MobileApp,2020-08-03
EVT-000694,CLM-00165,POL-269396,2024-10-28,Payment Issued,Phone,Susan Nguyen,15635.03,Follow-up Required,True,21.2,"Payment of $15,635.03 issued to claimant. Check #259472.",EmailGateway,2024-10-28
EVT-000695,CLM-00588,POL-274389,2023-11-24,Settlement Accepted,Phone,Patricia Scott,,No Action Needed,False,47.5,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2023-11-24
EVT-000696,CLM-00600,POL-728038,2022-06-27,Settlement Accepted,Fax,Donald Rodriguez,,Pending,True,47.0,Claimant accepted settlement offer. Release form sent for signature.,CMS,2022-06-27
EVT-000697,CLM-00471,POL-698782,2022-12-16,Settlement Accepted,Fax,Kimberly Phillips,,No Action Needed,False,44.2,Claimant accepted settlement offer. Release form sent for signature.,EmailGateway,2022-12-16
EVT-000698,CLM-00275,POL-399105,2024-03-28,Document Submitted,Email,Margaret Rivera,,No Action Needed,True,7.0,Document type: Proof of ownership received via Email.,MobileApp,2024-03-28
EVT-000699,CLM-00748,POL-237174,2024-04-01,Inspection Completed,Web Portal,Christopher Hall,,Completed,True,44.6,On-site inspection completed. Findings: Damage consistent with claim.,PhoneSystem,2024-04-01
EVT-000700,CLM-00660,POL-234628,2023-12-06,Inspection Scheduled,Fax,Sharon Anderson,,Completed,True,5.8,Field inspection scheduled for 2023-12-12. Inspector: Kimberly Phillips.,Portal,2023-12-06
EVT-000701,CLM-00155,POL-877236,2020-07-12,Settlement Accepted,Phone,Jessica Baker,,Escalated,False,60.2,Claimant accepted settlement offer. Release form sent for signature.,CMS,2020-07-12
EVT-000702,CLM-00060,POL-377746,2022-09-23,Document Submitted,Mobile App,James Carter,,Escalated,True,46.3,Document type: Photos received via Mobile App.,EmailGateway,2022-09-23
EVT-000703,CLM-00295,POL-426858,2020-03-09,New Claim,Web Portal,Jessica Baker,,Pending,True,71.5,Claim received and assigned claim number. Initial triage completed.,Portal,2020-03-09
EVT-000704,CLM-00637,POL-225710,2021-06-19,Document Submitted,In-Person,Margaret Rivera,,Follow-up Required,False,12.1,Document type: Signed statement received via In-Person.,PhoneSystem,2021-06-19
EVT-000705,CLM-00538,POL-158655,2024-03-09,Payment Issued,Email,Jessica Baker,15814.32,Pending,True,65.9,"Payment of $15,814.32 issued to claimant. Check #619358.",PhoneSystem,2024-03-09
EVT-000706,CLM-00595,POL-376183,2023-03-30,Payment Issued,Email,Kimberly Martinez,12819.34,No Action Needed,True,28.9,"Payment of $12,819.34 issued to claimant. Check #917209.",PhoneSystem,2023-03-30
EVT-000707,CLM-00393,POL-898975,2024-03-06,Settlement Offered,Web Portal,Margaret Rivera,,No Action Needed,False,37.6,,EmailGateway,2024-03-06
EVT-000708,CLM-00140,POL-300896,2021-11-06,Settlement Offered,Fax,Sharon Anderson,,Escalated,False,13.9,,EmailGateway,2021-11-06
EVT-000709,CLM-00672,POL-897549,2022-05-14,Document Submitted,Phone,Susan Harris,,Escalated,True,67.4,Document type: Tax return received via Phone.,EmailGateway,2022-05-14
EVT-000710,CLM-00643,POL-349565,2021-01-10,Settlement Offered,Email,Amanda Miller,,Follow-up Required,False,22.8,,CMS,2021-01-10
EVT-000711,CLM-00640,POL-179046,2021-08-07,Settlement Accepted,In-Person,Susan Harris,,Follow-up Required,False,71.8,Claimant accepted settlement offer. Release form sent for signature.,CMS,2021-08-07
EVT-000712,CLM-00320,POL-249811,2021-07-10,Settlement Offered,Phone,Jason Perez,,Completed,True,66.8,,PhoneSystem,2021-07-10
EVT-000713,CLM-00337,POL-887352,2023-06-29,Inspection Completed,Fax,Christopher Hall,,No Action Needed,True,6.5,On-site inspection completed. Findings: Damage consistent with claim.,MobileApp,2023-06-29
EVT-000714,CLM-00289,POL-610311,2020-07-30,Document Submitted,Mobile App,Susan Nguyen,,Follow-up Required,True,60.8,Document type: Proof of ownership received via Mobile App.,Portal,2020-07-30
EVT-000715,CLM-00474,POL-430776,2022-04-10,Claim Closed,Fax,Jason Williams,,Completed,False,20.4,Claim closed. Final disposition: Withdrawn by claimant.,Portal,2022-04-10
EVT-000716,CLM-00133,POL-399105,2023-09-08,Appeal Filed,Phone,Amanda Miller,,Pending,True,25.2,Claimant filed formal appeal against coverage decision. Appeal team assigned.,Portal,2023-09-08
EVT-000717,CLM-00171,POL-429963,2022-07-04,Claim Closed,Phone,Jason Perez,,Completed,True,51.1,Claim closed. Final disposition: Denied.,EmailGateway,2022-07-04
EVT-000718,CLM-00949,POL-491559,2024-09-20,Settlement Accepted,In-Person,James Carter,,Pending,True,58.9,Claimant accepted settlement offer. Release form sent for signature.,EmailGateway,2024-09-20
EVT-000719,CLM-00664,POL-542666,2021-05-19,Payment Issued,Mobile App,Jason Williams,42861.73,No Action Needed,True,66.7,"Payment of $42,861.73 issued to claimant. Check #706782.",Portal,2021-05-19
EVT-000720,CLM-00765,POL-330914,2024-06-12,Settlement Accepted,In-Person,Amanda Miller,,No Action Needed,False,65.4,Claimant accepted settlement offer. Release form sent for signature.,PhoneSystem,2024-06-12
EVT-000721,CLM-00979,POL-431535,2021-09-05,New Claim,Mobile App,Donald Rodriguez,,No Action Needed,True,67.1,Claim received and assigned claim number. Initial triage completed.,PhoneSystem,2021-09-05
EVT-000722,CLM-00222,POL-500156,2020-11-30,Settlement Accepted,Phone,Christopher Hall,,Escalated,True,49.0,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2020-11-30
EVT-000723,CLM-00619,POL-324130,2023-08-06,Inspection Scheduled,Email,Patricia Scott,,Pending,False,25.5,Field inspection scheduled for 2023-08-19. Inspector: Sandra Carter.,CMS,2023-08-06
EVT-000724,CLM-00280,POL-341292,2020-02-21,Appeal Filed,Web Portal,Cynthia Nguyen,,Pending,True,31.1,Claimant filed formal appeal against coverage decision. Appeal team assigned.,PhoneSystem,2020-02-21
EVT-000725,CLM-00452,POL-110139,2020-04-07,Inspection Completed,In-Person,Patricia Scott,,Completed,False,46.6,On-site inspection completed. Findings: Pre-existing damage noted.,Portal,2020-04-07
EVT-000726,CLM-00185,POL-260265,2023-01-05,Inspection Scheduled,Web Portal,Susan Nguyen,,Pending,True,46.1,Field inspection scheduled for 2023-01-16. Inspector: Kimberly Martinez.,EmailGateway,2023-01-05
EVT-000727,CLM-00090,POL-617488,2024-09-10,New Claim,In-Person,Kimberly Thomas,,Pending,True,18.9,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2024-09-10
EVT-000728,CLM-00469,POL-837715,2022-01-04,Claim Closed,Email,Kimberly Martinez,,Follow-up Required,True,24.9,Claim closed. Final disposition: Denied.,MobileApp,2022-01-04
EVT-000729,CLM-00034,POL-430776,2023-10-09,Settlement Accepted,Mobile App,Susan Nguyen,,Pending,True,62.5,Claimant accepted settlement offer. Release form sent for signature.,CMS,2023-10-09
EVT-000730,CLM-00627,POL-346629,2022-04-14,Settlement Offered,Fax,Sandra Anderson,,Pending,True,27.5,,Portal,2022-04-14
EVT-000731,CLM-00531,POL-159642,2022-11-22,Document Submitted,In-Person,Jason Perez,,No Action Needed,False,35.2,Document type: Police report received via In-Person.,CMS,2022-11-22
EVT-000732,CLM-00546,POL-908577,2024-07-24,Inspection Scheduled,Email,Christopher Hall,,Completed,True,15.7,Field inspection scheduled for 2024-08-04. Inspector: Sharon Anderson.,MobileApp,2024-07-24
EVT-000733,CLM-00092,POL-817870,2023-10-08,New Claim,Fax,Susan Nguyen,,Completed,True,63.9,Claim received and assigned claim number. Initial triage completed.,PhoneSystem,2023-10-08
EVT-000734,CLM-00834,POL-214576,2021-09-04,Appeal Filed,Phone,Jason Williams,,Follow-up Required,False,48.9,Claimant filed formal appeal against coverage decision. Appeal team assigned.,Portal,2021-09-04
EVT-000735,CLM-00107,POL-335612,2023-09-21,Claim Closed,Web Portal,Susan Nguyen,,No Action Needed,True,49.1,Claim closed. Final disposition: Duplicate claim.,CMS,2023-09-21
EVT-000736,CLM-00545,POL-299122,2021-11-09,Settlement Accepted,Phone,Jason Williams,,Completed,True,41.2,Claimant accepted settlement offer. Release form sent for signature.,EmailGateway,2021-11-09
EVT-000737,CLM-00072,POL-630458,2020-11-15,Inspection Scheduled,In-Person,Sharon Anderson,,Follow-up Required,False,56.6,Field inspection scheduled for 2020-11-19. Inspector: Sandra Carter.,CMS,2020-11-15
EVT-000738,CLM-00791,POL-300896,2023-06-24,Settlement Accepted,Phone,Kimberly Martinez,,Completed,True,30.3,Claimant accepted settlement offer. Release form sent for signature.,PhoneSystem,2023-06-24
EVT-000739,CLM-00566,POL-260263,2021-09-20,Inspection Completed,Mobile App,Joseph Johnson,,Escalated,True,31.4,On-site inspection completed. Findings: Pre-existing damage noted.,EmailGateway,2021-09-20
EVT-000740,CLM-00336,POL-905934,2022-05-14,Settlement Accepted,Phone,Cynthia Nguyen,,Pending,True,32.7,Claimant accepted settlement offer. Release form sent for signature.,EmailGateway,2022-05-14
EVT-000741,CLM-00187,POL-922733,2023-07-20,Claim Closed,Mobile App,James Carter,,No Action Needed,True,39.1,Claim closed. Final disposition: Denied.,PhoneSystem,2023-07-20
EVT-000742,CLM-00427,POL-783823,2020-06-01,Settlement Offered,Email,Kimberly Phillips,,No Action Needed,False,61.1,,PhoneSystem,2020-06-01
EVT-000743,CLM-00646,POL-379786,2020-01-11,New Claim,Phone,Kimberly Phillips,,Follow-up Required,True,14.2,Claim received and assigned claim number. Initial triage completed.,MobileApp,2020-01-11
